# Biblical Hebrew poetic-parallelism word pairs — two tiers. tomim_confirmed: expert-
# verified (Berlin/Fokkelman/Kugel/Watson/Tsumura via T'OMIM, CC BY 4.0, DOI 10.5281/zenodo.19135731). detected: our own BHSA half_verse extraction (Psalms/Proverbs/Job
# only, min_verses>=3), not found in T'OMIM (T'OMIM is a curated sample, not exhaustive — absence isn't evidence against a pair). Independent of UBS MARBLE and Hebrew
# WordNet; the LLM signal is used only to LABEL relation, never to find pairs. `relation`:
# likely_synonym / likely_antonym / unclassified (parallelism found it, LLM has no opinion).
# See build_parallelism_pairs.py.
strong_a	strong_b	tier	evidence	relation	sample_ref
H3820	H5315	detected	n_verses=4,pmi=-0.116	unclassified	Proverbs 2:10
H1847	H3820	detected	n_verses=6,pmi=1.564	unclassified	Job 33:3
H0802	H5237	detected	n_verses=3,pmi=4.211	unclassified	Proverbs 2:16
H2416	H3605	detected	n_verses=4,pmi=-0.165	unclassified	Job 12:10
H2896	H6662	detected	n_verses=4,pmi=0.838	unclassified	Proverbs 2:20
H0120	H4672	detected	n_verses=4,pmi=1.54	unclassified	Job 34:11
H2896	H5869	detected	n_verses=3,pmi=0.409	unclassified	Proverbs 3:4
H2896	H8393	detected	n_verses=3,pmi=2.923	unclassified	Proverbs 3:14
H2743	H3701	detected	n_verses=4,pmi=4.802	unclassified	Proverbs 3:14
H7901	H8142	detected	n_verses=4,pmi=5.169	unclassified	Proverbs 3:24
H3477	H8441	detected	n_verses=3,pmi=3.005	unclassified	Proverbs 3:32
H2450	H3686	detected	n_verses=11,pmi=3.417	unclassified	Proverbs 3:35
H2451	H7069	detected	n_verses=3,pmi=3.191	unclassified	Proverbs 4:7
H0998	H7069	detected	n_verses=3,pmi=4.167	unclassified	Proverbs 4:7
H1870	H4570	detected	n_verses=3,pmi=2.686	likely_synonym	Proverbs 4:11
H0561	H1121	detected	n_verses=4,pmi=1.748	unclassified	Proverbs 4:20
H3605	H7272	detected	n_verses=3,pmi=0.02	unclassified	Job 13:27
H2416	H3045	detected	n_verses=3,pmi=0.526	unclassified	Job 28:13
H1121	H6310	detected	n_verses=3,pmi=0.115	unclassified	Proverbs 5:7
H3820	H4148	detected	n_verses=4,pmi=1.584	unclassified	Proverbs 5:12
H0369	H7230	detected	n_verses=4,pmi=3.918	unclassified	Proverbs 5:23
H3709	H7453	detected	n_verses=3,pmi=2.579	unclassified	Proverbs 6:1
H6148	H8628	detected	n_verses=4,pmi=6.491	unclassified	Job 17:3
H3709	H6148	detected	n_verses=3,pmi=4.412	unclassified	Proverbs 6:1
H0376	H0935	detected	n_verses=6,pmi=0.604	unclassified	Job 2:11
H0376	H1980	detected	n_verses=6,pmi=0.795	unclassified	Job 34:23
H1004	H6438	detected	n_verses=3,pmi=3.534	unclassified	Proverbs 7:8
H1004	H3027	detected	n_verses=3,pmi=0.443	unclassified	Job 1:10
H1870	H4194	detected	n_verses=3,pmi=1.3	unclassified	Proverbs 7:27
H2451	H5414	detected	n_verses=4,pmi=1.303	unclassified	Job 13:5
H1897	H8193	detected	n_verses=3,pmi=3.054	unclassified	Job 27:4
H3374	H7451	detected	n_verses=3,pmi=2.425	unclassified	Job 28:28
H7451	H8130	detected	n_verses=4,pmi=1.804	unclassified	Job 31:29
H0970	H2896	detected	n_verses=4,pmi=2.175	unclassified	Job 34:4
H0734	H5410	detected	n_verses=3,pmi=3.821	likely_synonym	Job 19:8
H6083	H6213	detected	n_verses=3,pmi=1.487	unclassified	Job 10:9
H0559	H5493	detected	n_verses=5,pmi=1.723	unclassified	Job 1:8
H3820	H5493	detected	n_verses=3,pmi=1.016	unclassified	Job 1:8
H2450	H3948	detected	n_verses=3,pmi=4.103	unclassified	Proverbs 9:9
H2450	H6662	detected	n_verses=3,pmi=1.279	unclassified	Proverbs 9:9
H2450	H3254	detected	n_verses=3,pmi=2.754	unclassified	Proverbs 9:9
H3899	H4325	detected	n_verses=4,pmi=2.195	unclassified	Job 3:24
H6666	H7562	detected	n_verses=3,pmi=3.54	likely_antonym	Job 35:8
H2743	H7423	detected	n_verses=3,pmi=5.47	unclassified	Proverbs 10:4
H1293	H7563	detected	n_verses=3,pmi=2.094	unclassified	Proverbs 10:6
H6310	H6662	detected	n_verses=5,pmi=0.859	unclassified	Proverbs 10:6
H0191	H2450	detected	n_verses=4,pmi=3.293	likely_antonym	Proverbs 10:8
H2450	H8193	detected	n_verses=4,pmi=1.955	unclassified	Proverbs 10:8
H1847	H6310	detected	n_verses=5,pmi=1.679	unclassified	Job 35:16
H2450	H6310	detected	n_verses=3,pmi=1.094	unclassified	Proverbs 10:14
H1800	H6223	detected	n_verses=3,pmi=4.419	likely_antonym	Proverbs 10:15
H3686	H8193	detected	n_verses=4,pmi=2.049	unclassified	Proverbs 10:18
H1697	H8193	detected	n_verses=3,pmi=0.983	unclassified	Job 11:2
H3701	H3820	detected	n_verses=3,pmi=1.564	unclassified	Proverbs 10:20
H0191	H8193	detected	n_verses=3,pmi=2.648	unclassified	Proverbs 10:21
H0376	H6213	detected	n_verses=4,pmi=0.149	unclassified	Job 4:17
H2451	H3686	detected	n_verses=6,pmi=2.725	unclassified	Proverbs 10:23
H0935	H6662	detected	n_verses=3,pmi=0.377	unclassified	Proverbs 10:24
H0068	H3976	detected	n_verses=3,pmi=5.33	unclassified	Proverbs 11:1
H7522	H8441	detected	n_verses=4,pmi=4.099	likely_antonym	Proverbs 11:1
H5307	H8549	detected	n_verses=3,pmi=3.272	unclassified	Proverbs 11:5
H6666	H7563	detected	n_verses=3,pmi=0.957	unclassified	Proverbs 11:5
H6662	H7453	detected	n_verses=3,pmi=1.392	unclassified	Job 12:4
H0376	H2637	detected	n_verses=3,pmi=2.005	unclassified	Proverbs 11:12
H3820	H8394	detected	n_verses=5,pmi=2.075	unclassified	Proverbs 11:12
H2416	H4194	detected	n_verses=5,pmi=2.359	likely_antonym	Job 30:23
H0935	H2896	detected	n_verses=3,pmi=0.394	unclassified	Job 30:26
H4148	H8130	detected	n_verses=3,pmi=2.421	unclassified	Proverbs 12:1
H0120	H6662	detected	n_verses=3,pmi=0.525	unclassified	Proverbs 12:3
H1004	H7563	detected	n_verses=5,pmi=0.843	unclassified	Job 21:28
H2896	H3899	detected	n_verses=3,pmi=1.471	unclassified	Proverbs 12:9
H7291	H7646	detected	n_verses=3,pmi=2.97	unclassified	Job 19:22
H6588	H6662	detected	n_verses=3,pmi=1.838	unclassified	Proverbs 12:13
H6310	H7725	detected	n_verses=3,pmi=0.383	unclassified	Job 15:13
H0376	H3027	detected	n_verses=3,pmi=-0.199	unclassified	Job 12:10
H6315	H8267	detected	n_verses=3,pmi=4.412	unclassified	Proverbs 12:17
H5707	H6315	detected	n_verses=5,pmi=5.673	unclassified	Proverbs 12:17
H8193	H8267	detected	n_verses=3,pmi=2.109	unclassified	Proverbs 12:19
H3820	H8057	detected	n_verses=3,pmi=1.878	unclassified	Proverbs 12:20
H1847	H3686	detected	n_verses=6,pmi=2.885	unclassified	Proverbs 12:23
H0200	H1847	detected	n_verses=5,pmi=3.456	likely_antonym	Proverbs 12:23
H0120	H3820	detected	n_verses=3,pmi=0.043	unclassified	Proverbs 12:23
H3686	H6175	detected	n_verses=3,pmi=3.84	unclassified	Proverbs 12:23
H0200	H6175	detected	n_verses=4,pmi=4.882	unclassified	Proverbs 12:23
H0376	H8085	detected	n_verses=3,pmi=-0.052	unclassified	Job 31:35
H2416	H5493	detected	n_verses=3,pmi=1.825	unclassified	Proverbs 13:14
H1870	H5414	detected	n_verses=4,pmi=0.423	unclassified	Job 24:23
H5315	H5493	detected	n_verses=3,pmi=1.042	unclassified	Job 27:2
H1980	H3686	detected	n_verses=3,pmi=1.407	unclassified	Proverbs 13:20
H2398	H2896	detected	n_verses=3,pmi=2.23	unclassified	Job 2:10
H0200	H2450	detected	n_verses=4,pmi=3.159	unclassified	Proverbs 14:1
H3577	H5707	detected	n_verses=4,pmi=4.964	unclassified	Proverbs 14:5
H0376	H8193	detected	n_verses=3,pmi=0.456	unclassified	Proverbs 14:7
H1980	H8193	detected	n_verses=3,pmi=0.957	unclassified	Proverbs 14:7
H0376	H4194	detected	n_verses=3,pmi=1.054	unclassified	Proverbs 14:12
H0200	H0376	detected	n_verses=3,pmi=1.66	unclassified	Proverbs 14:17
H0376	H0639	detected	n_verses=4,pmi=1.032	unclassified	Proverbs 14:17
H0157	H7453	detected	n_verses=3,pmi=2.192	likely_synonym	Proverbs 14:20
H7227	H7453	detected	n_verses=3,pmi=1.929	unclassified	Proverbs 14:20
H6223	H7326	detected	n_verses=3,pmi=4.786	likely_antonym	Proverbs 14:20
H2896	H7451	detected	n_verses=3,pmi=0.89	likely_antonym	Proverbs 14:22
H3686	H3820	detected	n_verses=4,pmi=1.178	unclassified	Proverbs 14:33
H2416	H7307	detected	n_verses=3,pmi=1.288	unclassified	Job 10:12
H2450	H3820	detected	n_verses=3,pmi=0.797	unclassified	Proverbs 15:7
H3605	H7307	detected	n_verses=3,pmi=-0.354	unclassified	Job 12:10
H0376	H7307	detected	n_verses=3,pmi=0.495	unclassified	Proverbs 16:2
H1870	H6806	detected	n_verses=3,pmi=2.782	unclassified	Job 31:4
H3559	H6213	detected	n_verses=3,pmi=0.85	unclassified	Job 31:15
H3559	H4428	detected	n_verses=3,pmi=1.315	unclassified	Proverbs 16:12
H3678	H4428	detected	n_verses=4,pmi=2.761	unclassified	Proverbs 16:12
H1870	H5493	detected	n_verses=5,pmi=1.788	unclassified	Job 12:24
H1121	H8432	detected	n_verses=3,pmi=1.893	unclassified	Job 1:6
H0001	H1121	detected	n_verses=3,pmi=1.2	likely_antonym	Proverbs 17:6
H0068	H3605	detected	n_verses=3,pmi=0.855	unclassified	Job 28:3
H4325	H6440	detected	n_verses=4,pmi=0.67	unclassified	Job 3:24
H0251	H7453	detected	n_verses=4,pmi=3.272	unclassified	Job 30:29
H3820	H7453	detected	n_verses=4,pmi=1.198	unclassified	Job 31:9
H0120	H6440	detected	n_verses=6,pmi=0.613	unclassified	Job 15:7
H0001	H3205	detected	n_verses=5,pmi=3.382	unclassified	Job 38:28
H0376	H5375	detected	n_verses=3,pmi=0.634	unclassified	Job 2:12
H1847	H2450	detected	n_verses=3,pmi=2.098	unclassified	Proverbs 18:15
H1696	H6030	detected	n_verses=4,pmi=1.7	likely_synonym	Job 13:22
H0376	H7227	detected	n_verses=4,pmi=0.892	unclassified	Job 1:3
H0001	H0802	detected	n_verses=3,pmi=2.738	unclassified	Job 42:15
H6102	H7725	detected	n_verses=3,pmi=2.699	unclassified	Proverbs 19:24
H1847	H8085	detected	n_verses=3,pmi=1.233	unclassified	Job 36:12
H0376	H4672	detected	n_verses=3,pmi=0.795	unclassified	Job 28:13
H0899	H2254	detected	n_verses=3,pmi=5.98	unclassified	Job 22:6
H0120	H1397	detected	n_verses=4,pmi=2.325	likely_synonym	Job 14:10
H2450	H7725	detected	n_verses=3,pmi=1.313	unclassified	Job 17:10
H0376	H6467	detected	n_verses=3,pmi=1.948	unclassified	Job 34:11
H0802	H2896	detected	n_verses=3,pmi=1.855	unclassified	Proverbs 21:9
H2896	H4080	detected	n_verses=3,pmi=3.019	unclassified	Proverbs 21:9
H0802	H3427	detected	n_verses=3,pmi=2.515	unclassified	Proverbs 21:9
H3427	H4080	detected	n_verses=3,pmi=3.678	unclassified	Proverbs 21:9
H2820	H3117	detected	n_verses=3,pmi=2.422	unclassified	Job 21:30
H5674	H7200	detected	n_verses=4,pmi=1.37	unclassified	Job 33:28
H1800	H5869	detected	n_verses=3,pmi=1.904	unclassified	Job 31:16
H1697	H1847	detected	n_verses=3,pmi=1.414	unclassified	Job 34:35
H5288	H7626	detected	n_verses=3,pmi=4.276	unclassified	Proverbs 22:15
H0376	H7462	detected	n_verses=3,pmi=0.849	unclassified	Job 42:11
H1696	H4405	detected	n_verses=3,pmi=2.077	unclassified	Job 18:2
H0241	H4405	detected	n_verses=3,pmi=2.735	unclassified	Job 13:17
H0376	H2450	detected	n_verses=4,pmi=1.101	unclassified	Job 34:34
H0639	H5869	detected	n_verses=3,pmi=1.068	unclassified	Job 16:9
H6213	H7725	detected	n_verses=5,pmi=0.873	unclassified	Job 9:12
H3754	H7704	detected	n_verses=3,pmi=5.47	likely_synonym	Job 24:6
H0376	H0776	detected	n_verses=4,pmi=-0.312	unclassified	Job 1:1
H0376	H5869	detected	n_verses=4,pmi=0.213	unclassified	Job 2:12
H2706	H5414	detected	n_verses=3,pmi=1.83	unclassified	Job 14:13
H0559	H7646	detected	n_verses=3,pmi=1.281	unclassified	Job 7:4
H0935	H1961	detected	n_verses=5,pmi=0.621	unclassified	Job 1:6
H0559	H3117	detected	n_verses=3,pmi=-0.069	unclassified	Job 1:5
H4557	H6213	detected	n_verses=4,pmi=2.613	unclassified	Job 1:5
H0430	H7854	detected	n_verses=4,pmi=1.981	unclassified	Job 1:6
H0935	H1121	detected	n_verses=3,pmi=0.144	unclassified	Job 1:6
H0935	H7854	detected	n_verses=4,pmi=2.727	unclassified	Job 1:6
H0559	H6030	detected	n_verses=3,pmi=0.799	likely_synonym	Job 1:7
H0559	H7854	detected	n_verses=3,pmi=2.31	unclassified	Job 1:7
H0776	H7854	detected	n_verses=3,pmi=1.929	unclassified	Job 1:7
H0935	H6030	detected	n_verses=3,pmi=0.928	unclassified	Job 1:7
H4422	H6310	detected	n_verses=3,pmi=2.074	unclassified	Job 1:15
H4422	H5307	detected	n_verses=3,pmi=3.118	unclassified	Job 1:15
H0905	H5307	detected	n_verses=3,pmi=3.118	unclassified	Job 1:15
H5046	H5307	detected	n_verses=3,pmi=2.636	unclassified	Job 1:15
H4422	H5288	detected	n_verses=4,pmi=4.61	unclassified	Job 1:15
H0905	H5288	detected	n_verses=4,pmi=4.61	unclassified	Job 1:15
H5046	H5288	detected	n_verses=4,pmi=4.128	unclassified	Job 1:15
H0398	H0905	detected	n_verses=3,pmi=3.023	unclassified	Job 1:16
H0935	H4422	detected	n_verses=3,pmi=2.103	unclassified	Job 1:16
H0935	H5046	detected	n_verses=3,pmi=1.621	unclassified	Job 1:16
H0376	H6030	detected	n_verses=4,pmi=0.906	unclassified	Job 2:4
H0559	H5414	detected	n_verses=3,pmi=0.07	unclassified	Job 2:4
H0216	H5315	detected	n_verses=3,pmi=0.917	unclassified	Job 3:20
H4672	H8056	detected	n_verses=3,pmi=1.873	unclassified	Job 3:22
H1697	H4405	detected	n_verses=5,pmi=2.321	likely_synonym	Job 4:2
H5397	H7307	detected	n_verses=4,pmi=3.821	likely_synonym	Job 4:9
H0433	H5414	detected	n_verses=3,pmi=1.319	unclassified	Job 6:8
H4405	H7307	detected	n_verses=3,pmi=2.176	unclassified	Job 6:26
H1320	H5785	detected	n_verses=3,pmi=4.351	likely_synonym	Job 7:5
H0559	H4405	detected	n_verses=3,pmi=1.463	unclassified	Job 8:10
H6030	H7378	detected	n_verses=3,pmi=3.083	unclassified	Job 9:3
H2563	H6083	detected	n_verses=3,pmi=4.518	unclassified	Job 10:9
H0376	H3205	detected	n_verses=3,pmi=1.506	unclassified	Job 11:12
H1320	H5315	detected	n_verses=3,pmi=1.323	likely_synonym	Job 12:10
H0776	H1870	detected	n_verses=4,pmi=-0.066	unclassified	Job 12:24
H6213	H6440	detected	n_verses=4,pmi=0.01	unclassified	Job 13:20
H0433	H7453	detected	n_verses=3,pmi=2.356	unclassified	Job 16:20
H1270	H5154	detected	n_verses=4,pmi=6.355	unclassified	Job 20:24
H2506	H5159	detected	n_verses=3,pmi=4.545	likely_synonym	Job 20:29
H1980	H5375	detected	n_verses=3,pmi=1.134	unclassified	Job 24:10
H1696	H8147	detected	n_verses=3,pmi=2.993	unclassified	Job 33:14
H4941	H7561	detected	n_verses=3,pmi=2.762	unclassified	Job 34:12
