lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
XRM==/,哈琳，《思》哈陵,,,,,,,,,,,,,,,,
XRM===/,和琏，《思》曷楞,,,,,,,,,,,,,,,,
XRM=[,（人）残疾；（耳朵、鼻子或嘴唇）受损的,割裂,,,,,分离,,,,,,,,,,
XRMC/,镰刀,,,,,,,,,,,,,,,,
XRMH/,何珥玛，《思》曷尔玛,,,,,,,,,,,,,,,,
XRMWN/,黑门，《思》赫尔孟,,,,,,,,,,,,,,,,
XRM[,（人）残疾；（耳朵、鼻子或嘴唇）受损的,,,,,,禁用,被禁用,,,,,,,,,
XRN/,哈兰，《思》哈郎，哈兰,,,,,,,,,,,,,,,,
XRN=/,哈兰，《思》哈郎，哈兰,,,,,,,,,,,,,,,,
XRNJ/,和伦人，《思》曷龙人,,,,,,,,,,,,,,,,
XRNPR/,哈尼弗，《思》哈尔乃费尔,,,,,,,,,,,,,,,,
XRP/,秋季；冬天,,,,,,,,,,,,,,,,
XRP=/,秋季；冬天,,,,,,,,,,,,,,,,
XRP==/,哈勒，《思》哈勒夫,,,,,,,,,,,,,,,,
XRP=[,责备；嘲讽，讥笑；侮辱；毁谤；藐视；亵渎,越冬,被指定,,,,,,,,,,,,,,
XRPH/,羞耻；侮辱，羞辱,,,,,,,,,,,,,,,,
XRP[,责备；嘲讽，讥笑；侮辱；毁谤；藐视；亵渎,,,,,,,,,,,,,,,,
XRQ[,咬牙切齿,,,,,,,,,,,,,,,,
XRR[,,燃烧,被烧焦,使发光,,,,,,,,,,,,,
XRS/,疥疮，疥癣,,,,,,,,,,,,,,,,
XRS=/,疥疮，疥癣,,,,,,,,,,,,,,,,
XRT/,哈列，《思》赫勒特,,,,,,,,,,,,,,,,
XRT[,刻,,,,,,,,,,,,,,,,
XRV/,凿子?；模具?,,,,,,,,,,,,,,,,
XRVM/,行法术的 ， 术士；巫师,,,,,,,,,,,,,,,,
XRWL/,杂草，野草；荨麻，刺草，荆棘,,,,,,,,,,,,,,,,
XRWMP/,哈路抹，《思》哈鲁玛夫,,,,,,,,,,,,,,,,
XRWN/,枯萎；干燥,,,,,,,,,,,,,,,,
XRXR/,灼热，炙热,,,,,,,,,,,,,,,,
XRXS/,哈珥哈斯，《思》哈尔哈斯,,,,,,,,,,,,,,,,
XRXWR/,哈忽，《思》哈尔胡尔,,,,,,,,,,,,,,,,
XRYN/,（葡萄的）种子，葡萄核,,,,,,,,,,,,,,,,
XRY[,说话（反对）；说（某人或某事）不好；犬吠；低吼，咆哮,威胁,被确定,,,,,,,,,,,,,,
XR_HGDGD/,曷‧哈及甲，《思》曷尔哈基加得,,,,,,,,,,,,,,,,
XSD/,忠诚；信实；恩待，厚待,,,,,,,,,,,,,,,,
XSD=/,忠诚；信实；恩待，厚待,,,,,,,,,,,,,,,,
XSD==/,忠诚；信实；恩待，厚待,,,,,,,,,,,,,,,,
XSDJH/,哈撒底，《思》哈撒狄雅,,,,,,,,,,,,,,,,
XSH/,何萨，《思》曷撒,,,,,,,,,,,,,,,,
XSH=/,何萨，《思》曷撒,,,,,,,,,,,,,,,,
XSH[,避难，寻找避难所，寻求庇护,,,,,,,,,,,,,,,,
XSJD/,忠诚的人，忠贞的人；忠信的人；可靠的人；敬虔的人，虔诚人；圣民,,,,,,,,,,,,,,,,
XSJDH/,鹳,,,,,,,,,,,,,,,,
XSJL/,蝻子，小蝗虫,,,,,,,,,,,,,,,,
XSJN/,强有力的，大能,,,,,,,,,,,,,,,,
XSL[,吞噬；吃尽，吃光,,,,,,,,,,,,,,,,
XSM[,给……戴口套；笼住……的嘴,,,,,,,,,,,,,,,,
XSN/,强大；有权势,,,,,,,,,,,,,,,,
XSN=/,财宝，财富,,,,,,,,,,,,,,,,
XSPS[,像小薄片,,,,,,,,,,,,,,,,
XSR/,缺少，缺乏，短缺；衰退；消退；渐干,,,,,,,,,,,,,,,,
XSR=/,缺乏，短缺；穷乏，贫穷,,,,,,,,,,,,,,,,
XSR==/,欠缺，缺少,,,,,,,,,,,,,,,,
XSRH/,哈斯拉，《思》哈色辣,,,,,,,,,,,,,,,,
XSRWN/,缺乏；缺少的东西,,,,,,,,,,,,,,,,
XSR[,缺少，缺乏，短缺；衰退；消退；渐干,缺乏,,使缺乏,,,遭缺乏,,,,,,,,,,
XSWT/,避难；寻求庇护,,,,,,,,,,,,,,,,
XT/,折断,,,,,,,,,,,,,,,,
XT=/,折断,,,,,,,,,,,,,,,,
XT==/,赫，《思》赫特,,,,,,,,,,,,,,,,
XTH/,惊吓；使惊恐，使惊慌，使惊惧,,,,,,,,,,,,,,,,
XTJ/,赫人，《思》赫特人,,,,,,,,,,,,,,,,
XTJT/,使惊恐，使恐惧,,,,,,,,,,,,,,,,
XTK[,决定；判决,,,,,,,,,,,,,,,,
XTLH/,包裹布，襁褓,,,,,,,,,,,,,,,,
XTLN/,希特伦，《思》赫特隆,,,,,,,,,,,,,,,,
XTL[,用布包裹,,,,,,,,,,,,,,,,
XTMT/,印，印戒，印章,,,,,,,,,,,,,,,,
XTM[,密封，封缄，封住，封闭；盖上印,封印,被封印,保持密闭,,,形成堵塞,,,,,,,,,,
XTN/,新郎,,,,,,,,,,,,,,,,
XTNH/,结婚，成婚；婚筵,,,,,,,,,,,,,,,,
XTN[,通婚；彼此结亲,成为姻亲,,,,成为女婿,,,,,,,,,,,
XTP/,强盗,,,,,,,,,,,,,,,,
XTR[,挖,,,,,,,,,,,,,,,,
XTT[,破裂；裂开,破碎,惊恐,使惊恐,,,使粉碎,,,,,,,,,,
XTWL/,绷带,,,,,,,,,,,,,,,,
XV>/,有罪,,,,,,,,,,,,,,,,
XV>=/,因……而有罪；为……受责备,,,,,,,,,,,,,,,,
XV>H/,有罪,,,,,,,,,,,,,,,,
XV>[,,犯罪,,赎罪,,洁净,使犯罪,,,,,,,,,,
XVB=[,砍（下）；雕刻；凿,,,,,,,,,,,,,,,,
XVB[,砍（下）；雕刻；凿,砍木,,,被刻,,,,,,,,,,,,
XVH/,小麦，麦子,,,,,,,,,,,,,,,,
XVJL/,哈替，《思》哈堤耳，哈提耳,,,,,,,,,,,,,,,,
XVJP>/,哈提法,,,,,,,,,,,,,,,,
XVJV>/,哈底大，《思》哈提达,,,,,,,,,,,,,,,,
XVM[,克制自己，约束自己；忍耐,,,,,,,,,,,,,,,,
XVP[,抢夺；抓住,,,,,,,,,,,,,,,,
XVR/,幼芽，嫩芽，嫩枝；树枝,,,,,,,,,,,,,,,,
XVWC/,哈突，《思》哈突士,,,,,,,,,,,,,,,,
XWBH/,何把，《思》曷巴,,,,,,,,,,,,,,,,
XWC=[,迅速地来临，速速来到；急速地发生,,,,,,,,,,,,,,,,
XWCH/,户沙，《思》胡沙,,,,,,,,,,,,,,,,
XWCJ/,户筛，《思》胡瑟,,,,,,,,,,,,,,,,
XWCJM/,户伸，《思》胡生,,,,,,,,,,,,,,,,
XWCJM=/,户伸，《思》胡生,,,,,,,,,,,,,,,,
XWC[,迅速地来临，速速来到；急速地发生,匆忙,,,,,催促,,,,,,,,,,
XWD[,出谜语,,,,,,,,,,,,,,,,
XWG/,圆圈；水平线；拱顶，圆顶；顶篷,,,,,,,,,,,,,,,,
XWH/,定居点（村庄，乡镇，城邑）,,,,,,,,,,,,,,,,
XWH=/,定居点（村庄，乡镇，城邑）,,,,,,,,,,,,,,,,
XWH[,屈身；趴下,,,,,,,,,,,,,,,,
XWJ/,希未人，《思》希威人，曷黎人,,,,,,,,,,,,,,,,
XWJLH/,哈腓拉，《思》哈威拉,,,,,,,,,,,,,,,,
XWL/,沙，沙土,,,,,,,,,,,,,,,,
XWL==/,等候，等待,,,,,,,,,,,,,,,,
XWL[,等候，等待,旋转,,舞蹈,,旋舞,,,,,,,,,,,
XWM/,深色；黑色,,,,,,,,,,,,,,,,
XWMH/,墙垣，墙壁；城墙,,,,,,,,,,,,,,,,
XWP/,海岸，沿海一带，海边,,,,,,,,,,,,,,,,
XWPM/,户反，《思》胡番,,,,,,,,,,,,,,,,
XWPMJ/,户反族，《思》胡番家族,,,,,,,,,,,,,,,,
XWRJ=/,户利，《思》胡黎,,,,,,,,,,,,,,,,
XWRJ==/,户莱，《思》胡赖,,,,,,,,,,,,,,,,
XWRM/,户兰，《思》胡番,,,,,,,,,,,,,,,,
XWRN/,浩兰，《思》豪郎,,,,,,,,,,,,,,,,
XWS[,怜悯，怜恤；爱惜，顾惜，宽待；在意,,,,,,,,,,,,,,,,
XWTM/,印，印章；图章,,,,,,,,,,,,,,,,
XWV/,线，线绳，绳子,,,,,,,,,,,,,,,,
XWY/,外边，外面，外头,,,,,,,,,,,,,,,,
XX/,钩子,,,,,,,,,,,,,,,,
XY/,箭,,,,,,,,,,,,,,,,
XYB[,凿；砍 ；挖掘；切割；修整；开采,凿刻,被凿刻,,被凿刻,,砍碎,,,,,,,,,,
XYH[,分开,分开,被分开,,,,,,,,,,,,,,
XYJ/,（物体或物质的）一半,,,,,,,,,,,,,,,,
XYJ=/,（物体或物质的）一半,,,,,,,,,,,,,,,,
XYR/,村庄，乡村；定居点,,,,,,,,,,,,,,,,
XYRMWT/,哈萨玛非，《思》哈匝玛委特,,,,,,,,,,,,,,,,
XYRWN/,希斯伦，《思》赫兹龙,,,,,,,,,,,,,,,,
XYRWN=/,希斯伦，《思》赫兹龙,,,,,,,,,,,,,,,,
XYRWNJ/,希斯伦族，《思》赫兹龙家族,,,,,,,,,,,,,,,,
XYRWT/,哈洗录，《思》哈兹洛特，哈责洛特，哈则洛特,,,,,,,,,,,,,,,,
XYR_<JNN/,哈萨‧以难，《思》哈匝尔厄南,,,,,,,,,,,,,,,,
XYR_<JNWN/,哈萨‧以难，《思》哈匝尔厄南,,,,,,,,,,,,,,,,
XYR_>DR/,哈萨‧亚达，《思》哈匝尔阿达尔,,,,,,,,,,,,,,,,
XYR_CW<L/,哈萨‧书亚，《思》哈匝尔叔阿耳，哈匝叔阿耳,,,,,,,,,,,,,,,,
XYR_GDH/,哈萨‧迦大，《思》哈匝尔加达,,,,,,,,,,,,,,,,
XYR_SWSH/,哈萨‧苏撒，《思》哈匝尔稣撒,,,,,,,,,,,,,,,,
XYR_SWSJM/,哈萨‧苏撒，《思》哈匝尔稣心,,,,,,,,,,,,,,,,
XYWR/,夏琐，《思》哈祚尔,,,,,,,,,,,,,,,,
XYWR_XDTH/,夏琐‧哈大他，《思》哈祚尔哈达大,,,,,,,,,,,,,,,,
XYWT/,（时间的）中间；半（夜）,,,,,,,,,,,,,,,,
XYY/,砂砾，碎石，沙石,,,,,,,,,,,,,,,,
XYYN_TMR/,哈洗逊‧他玛，《思》哈匝宗塔玛尔,,,,,,,,,,,,,,,,
XYYRH/,小号，号，号筒,,,,,,,,,,,,,,,,
XYY[,列队行进；分队而出,自我分开,,分开,被割断,,,,,,,,,,,,
XZ>L/,哈薛，《思》哈匝耳,,,,,,,,,,,,,,,,
XZH/,胸,,,,,,,,,,,,,,,,
XZH=/,先见，先知,,,,,,,,,,,,,,,,
XZH[,看见；活着看见,,,,,,,,,,,,,,,,
XZJ>L/,哈薛，《思》哈齐耳,,,,,,,,,,,,,,,,
XZJH/,哈赛雅，《思》哈匝雅,,,,,,,,,,,,,,,,
XZJR/,（野生的）猪,,,,,,,,,,,,,,,,
XZJR=/,希悉，《思》赫齐尔,,,,,,,,,,,,,,,,
XZJZ/,风暴云,,,,,,,,,,,,,,,,
XZQ/,强大，强盛；强而有力，大有能力，大能的,,,,,,,,,,,,,,,,
XZQ=/,力量；权力；势力；大能,,,,,,,,,,,,,,,,
XZQ==/,强大，强盛，强而有力，大有能力,,,,,,,,,,,,,,,,
XZQ===/,力量,,,,,,,,,,,,,,,,
XZQH/,修理,,,,,,,,,,,,,,,,
XZQH=/,力量；权力；大能；强盛,,,,,,,,,,,,,,,,
XZQJ/,希西基，《思》希次克,,,,,,,,,,,,,,,,
XZQJH/,希西家，《思》希则克雅,,,,,,,,,,,,,,,,
XZQ[,强大，刚强，强盛；优胜，胜过；压倒,强壮,,加强,,奋力,抓住,,,,,,,,,,
XZW/,哈琐，《思》哈左,,,,,,,,,,,,,,,,
XZWN/,梦,,,,,,,,,,,,,,,,
XZWT/,显眼的，引人注意的,,,,,,,,,,,,,,,,
Y<D/,脚步，步伐,,,,,,,,,,,,,,,,
Y<DH/,臂镯；手镯,,,,,,,,,,,,,,,,
Y<D[,走一步,踏步,,,,,使踏步,,,,,,,,,,
Y<H[,俯伏在地；跪下，跪拜；敬拜,弯曲,,倾倒,,,,,,,,,,,,,
Y<JP/,帕子,,,,,,,,,,,,,,,,
Y<JR/,小的；不重要的,,,,,,,,,,,,,,,,
Y<JR=/,小的；不重要的,,,,,,,,,,,,,,,,
Y<JRH/,小的,,,,,,,,,,,,,,,,
Y<N/,琐安，《思》左罕,,,,,,,,,,,,,,,,
Y<NNJM/,撒拿音，《思》匝纳宁，匝阿纳宁,,,,,,,,,,,,,,,,
Y<QH/,喊叫；求助,,,,,,,,,,,,,,,,
Y<Q[,召集在一起；聚集；集合,呼喊,被召集,呼喊,,,召集,,,,,,,,,,
Y<R/,琐珥，《思》左哈尔,,,,,,,,,,,,,,,,
Y>H/,鹤嘴锄；锄头；犁头,,,,,,,,,,,,,,,,
Y>H=/,排泄物；粪,,,,,,,,,,,,,,,,
Y>N/,羊群；小牛；绵羊和山羊,,,,,,,,,,,,,,,,
Y>NN/,撒南，《思》匝南,,,,,,,,,,,,,,,,
YB/,车，手推车；牛车，马车,,,,,,,,,,,,,,,,
YB</,染布；彩衣,,,,,,,,,,,,,,,,
YB<JM/,洗编，《思》责波殷,,,,,,,,,,,,,,,,
YB<WN/,祭便，《思》漆贝红,,,,,,,,,,,,,,,,
YB=/,车，手推车；牛车，马车,,,,,,,,,,,,,,,,
YB>/,工作，办事；事奉,,,,,,,,,,,,,,,,
YB>=/,工作，办事；事奉,,,,,,,,,,,,,,,,
YB>JM/,洗扁，《思》责波殷,,,,,,,,,,,,,,,,
YB>[,,征战,,,,,征募,,,,,,,,,,
YBH/,肿胀了，胀大了,,,,,,,,,,,,,,,,
YBH[,肿胀，胀大,肿胀,,,,,使肿胀,,,,,,,,,,
YBJ>/,洗比雅，《思》漆彼雅,,,,,,,,,,,,,,,,
YBJH/,羚羊，瞪羚,,,,,,,,,,,,,,,,
YBR/,堆；迭,,,,,,,,,,,,,,,,
YBT/,禾捆,,,,,,,,,,,,,,,,
YBW</,有斑点的,,,,,,,,,,,,,,,,
YD/,肋下；身旁；侧边,,,,,,,,,,,,,,,,
YD=/,肋下；身旁；侧边,,,,,,,,,,,,,,,,
YDD/,西达达，《思》责辣得，责达得,,,,,,,,,,,,,,,,
YDH=[,埋伏,,,,,,,,,,,,,,,,
YDH[,埋伏,,,,,,,,,,,,,,,,
YDJH/,埋伏,,,,,,,,,,,,,,,,
YDJM/,西丁，《思》漆丁,,,,,,,,,,,,,,,,
YDJQ/,公义；公正；正直；守义；无辜，清白,,,,,,,,,,,,,,,,
YDQ/,公正的；正确的,,,,,,,,,,,,,,,,
YDQH/,公义；公正；拯救；胜利；辩护；繁荣,,,,,,,,,,,,,,,,
YDQJH/,西底家，《思》漆德克雅,,,,,,,,,,,,,,,,
YDQ[,公义的；证明是正直的；公正的；对的；无辜的,有理,被申明为义,宣称为义,,为自己辩护,使称义,,,,,,,,,,
YDWQ/,撒督，《思》匝多克,,,,,,,,,,,,,,,,
YHB/,发黄的（头发；表示生病）,,,,,,,,,,,,,,,,
YHL[,,嘶鸣,,使尖叫,,,,,,,,,,,,,
YJ/,船只,,,,,,,,,,,,,,,,
YJ<R/,洗珥，《思》漆敖尔,,,,,,,,,,,,,,,,
YJ=/,船只,,,,,,,,,,,,,,,,
YJB>/,洗巴，《思》漆巴,,,,,,,,,,,,,,,,
YJD/,狩猎,,,,,,,,,,,,,,,,
YJD=/,狩猎,,,,,,,,,,,,,,,,
YJD==/,猎人,,,,,,,,,,,,,,,,
YJDH/,粮食，食物,,,,,,,,,,,,,,,,
YJDNJ/,西顿人，《思》漆冬人,,,,,,,,,,,,,,,,
YJDWN/,西顿，《思》漆冬,,,,,,,,,,,,,,,,
YJH/,干旱,,,,,,,,,,,,,,,,
YJNQ/,铁枷锁；颈枷锁,,,,,,,,,,,,,,,,
YJR/,像，偶像,,,,,,,,,,,,,,,,
YJR=/,像，偶像,,,,,,,,,,,,,,,,
YJR==/,像，偶像,,,,,,,,,,,,,,,,
YJR===/,像，偶像,,,,,,,,,,,,,,,,
YJWN=/,标竿；标记；记号,,,,,,,,,,,,,,,,
YJWN==/,锡安，《思》熙雍,,,,,,,,,,,,,,,,
YJX>/,西哈，《思》漆哈,,,,,,,,,,,,,,,,
YJY/,开花；花,,,,,,,,,,,,,,,,
YJY=/,开花；花,,,,,,,,,,,,,,,,
YJYH/,开花；花,,,,,,,,,,,,,,,,
YJYT/,繸子；发束,,,,,,,,,,,,,,,,
YL<=/,肋骨,,,,,,,,,,,,,,,,
YLH/,洗拉，《思》漆拉,,,,,,,,,,,,,,,,
YLJ/,烤过的,,,,,,,,,,,,,,,,
YLL==[,,变暗,,,,,遮蔽,,,,,,,,,,
YLL=[,,颤鸣,,,,,颤鸣,,,,,,,,,,
YLM/,像，偶像,,,,,,,,,,,,,,,,
YLMN</,撒慕拿，《思》匝耳慕纳,,,,,,,,,,,,,,,,
YLMNH/,撒摩拿，《思》匝耳摩纳,,,,,,,,,,,,,,,,
YLMWN/,撒们，《思》匝耳孟,,,,,,,,,,,,,,,,
YLMWN=/,撒们，《思》匝耳孟,,,,,,,,,,,,,,,,
YLMWT/,深沉黑暗,,,,,,,,,,,,,,,,
YLP/,萨拉，《思》匝拉弗,,,,,,,,,,,,,,,,
YLPXD/,西罗非哈，《思》责罗斐哈得,,,,,,,,,,,,,,,,
YLQ/,洗勒，《思》责肋克,,,,,,,,,,,,,,,,
YLTJ/,洗勒太，《思》漆耳泰,,,,,,,,,,,,,,,,
YLXJT/,碗；盘,,,,,,,,,,,,,,,,
YLX[,冲向；临到；缠住；对……产生强有力的影响；控制,成功,,,,,使成功,,,,,,,,,,
YLYX/,谢撒，《现》泄撒，《思》未译出,,,,,,,,,,,,,,,,
YM>/,口渴,,,,,,,,,,,,,,,,
YM>=/,口渴,,,,,,,,,,,,,,,,
YM>H/,口渴,,,,,,,,,,,,,,,,
YM>WN/,干旱的大地；枯焦的大地,,,,,,,,,,,,,,,,
YM>[,口渴,,,,,,,,,,,,,,,,
YMD/,一对；轭,,,,,,,,,,,,,,,,
YMD[,绑住；佩带,,依附,,被系缚,,捆绑,,,,,,,,,,
YMH/,面纱,,,,,,,,,,,,,,,,
YMJD/,手镯,,,,,,,,,,,,,,,,
YMJD=/,手镯,,,,,,,,,,,,,,,,
YMJM/,口渴,,,,,,,,,,,,,,,,
YMR/,羊毛,,,,,,,,,,,,,,,,
YMRJ/,洗玛利人，《思》责玛黎人,,,,,,,,,,,,,,,,
YMRJM/,洗玛脸，《思》责玛辣因,,,,,,,,,,,,,,,,
YMT[,消失；不见,销毁,被销毁,销毁,,,销毁,,,,,,,,,,
YMX/,芽；生长；植被,,,,,,,,,,,,,,,,
YMX[,发芽；长起来；突然出现,萌芽,,茂盛生长,,,使萌芽,,,,,,,,,,
YN/,刺；荆棘,,,,,,,,,,,,,,,,
YN=/,寻，《思》亲,,,,,,,,,,,,,,,,
YN>/,羊群；小牛；绵羊和山羊,,,,,,,,,,,,,,,,
YNH/,冷,,,,,,,,,,,,,,,,
YNH=/,冷,,,,,,,,,,,,,,,,
YNH==/,冷,,,,,,,,,,,,,,,,
YNJNJM/,刺；荆棘,,,,,,,,,,,,,,,,
YNM/,干掉；枯萎,,,,,,,,,,,,,,,,
YNN/,洗楠，《思》责南,,,,,,,,,,,,,,,,
YNPH/,头巾,,,,,,,,,,,,,,,,
YNP[,卷起来,,,,,,,,,,,,,,,,
YNWR/,水道；引水沟,,,,,,,,,,,,,,,,
YNX[,下到,,,,,,,,,,,,,,,,
YP</,眼镜蛇,,,,,,,,,,,,,,,,
YPH/,看守；鉴察,,,,,,,,,,,,,,,,
YPH=[,,铺展,,覆盖,被覆盖,,,,,,,,,,,,
YPH[,,守望,,仔细观看,,,,,,,,,,,,,
YPJH/,守望；等待,,,,,,,,,,,,,,,,
YPJR/,公山羊,,,,,,,,,,,,,,,,
YPJRH/,冠冕；王冠,,,,,,,,,,,,,,,,
YPJT/,布；地毯,,,,,,,,,,,,,,,,
YPJWN/,洗非芸，《思》漆斐雍,,,,,,,,,,,,,,,,
YPJXT/,薄饼,,,,,,,,,,,,,,,,
YPNJH/,西番雅，《思》责法尼雅,,,,,,,,,,,,,,,,
YPNT_P<NX/,撒发那特‧巴内亚，《思》匝斐纳特帕乃亚,,,,,,,,,,,,,,,,
YPN[,潜伏；伺机；埋伏,隐藏,被隐藏,,,,隐藏,,,,,,,,,,
YPP[,叽叽喳喳；呢喃；鸣叫,,,,,,,,,,,,,,,,
YPRD</,蛙（灾）,,,,,,,,,,,,,,,,
YPRH/,西坡拉，《思》漆颇辣,,,,,,,,,,,,,,,,
YPRN/,指甲,,,,,,,,,,,,,,,,
YPR[,转头；离开,,,,,,,,,,,,,,,,
YPT/,柱顶,,,,,,,,,,,,,,,,
YPT=/,洗法，《思》责法特,,,,,,,,,,,,,,,,
YPWJ/,覆盖；电镀,,,,,,,,,,,,,,,,
YPWN/,北方，北面（音译：撒分山）,,,,,,,,,,,,,,,,
YPWN==/,洗分，《思》责丰,,,,,,,,,,,,,,,,
YPWR/,麻雀,,,,,,,,,,,,,,,,
YPXT/,瓶；罐；水壶,,,,,,,,,,,,,,,,
YPYPH/,柳树,,,,,,,,,,,,,,,,
YQLG/,洗革拉，《思》漆刻拉格,,,,,,,,,,,,,,,,
YR<H/,黄蜂；胡蜂,,,,,,,,,,,,,,,,
YR<H=/,琐拉，《思》祚辣,,,,,,,,,,,,,,,,
YR<T/,皮肤病；霉菌,,,,,,,,,,,,,,,,
YR<[,患皮肤病；受到霉菌的影响,,,,,,,,,,,,,,,,
YR=====/,侧耳，《思》责尔,,,,,,,,,,,,,,,,
YRB/,被烧毁；被烧焦,,,,,,,,,,,,,,,,
YRB[,被烧毁；被烧焦,,,,,,,,,,,,,,,,
YRDH/,洗利达，《思》责勒达,,,,,,,,,,,,,,,,
YRH/,困难；苦恼；痛苦,,,,,,,,,,,,,,,,
YRH=/,困难；苦恼；痛苦,,,,,,,,,,,,,,,,
YRJ=/,推罗人，《现》泰尔人，《思》提洛人,,,,,,,,,,,,,,,,
YRJ==/,苏合香；香脂,,,,,,,,,,,,,,,,
YRJX/,地窖；地穴,,,,,,,,,,,,,,,,
YRK/,需求,,,,,,,,,,,,,,,,
YRPJ/,金匠，银匠,,,,,,,,,,,,,,,,
YRPT/,撒勒法，《思》匝尔法特,,,,,,,,,,,,,,,,
YRP[,试验,冶炼,被提炼,提炼,,,,,,,,,,,,,
YRRH/,西利拉，《思》责勒达,,,,,,,,,,,,,,,,
YRR[,,缠裹,,,被缠裹,,使痛苦,,,,,,,,,,
YRT/,洗列，《思》责勒特,,,,,,,,,,,,,,,,
YRTN/,撒拉但，撒拉他拿，《思》匝尔堂,,,,,,,,,,,,,,,,
YRT_HCXR/,细列‧沙辖，《思》责勒特沙哈尔,,,,,,,,,,,,,,,,
YRW<H/,洗鲁阿，《思》责鲁阿,,,,,,,,,,,,,,,,
YRWJH/,洗鲁雅，《思》责鲁阿,,,,,,,,,,,,,,,,
YRWR/,袋子；捆；钱袋；香囊,,,,,,,,,,,,,,,,
YRWR=/,袋子；捆；钱袋；香囊,,,,,,,,,,,,,,,,
YRWR==/,袋子；捆；钱袋；香囊,,,,,,,,,,,,,,,,
YRX[,大叫,呼喊,,,,,发动战吼,,,,,,,,,,
YW/,命令；教训,,,,,,,,,,,,,,,,
YW<R/,苏押，《思》族阿尔,,,,,,,,,,,,,,,,
YWB>/,琐巴，《思》祚巴，祚尔,,,,,,,,,,,,,,,,
YWH[,,,,吩咐,被吩咐,,,,,,,,,,,,
YWLH/,深处,,,,,,,,,,,,,,,,
YWM[,禁食,,,,,,,,,,,,,,,,
YWP/,流动,,,,,,,,,,,,,,,,
YWP=/,流动,,,,,,,,,,,,,,,,
YWPX/,琐法，《思》祚法黑,,,,,,,,,,,,,,,,
YWP[,流动,泛滥,,,,,使泛滥,,,,,,,,,,
YWQ[,唠叨；缠绕；压迫；引起困扰,压迫,,,,,压迫,,,,,,,,,,
YWR/,盘石,,,,,,,,,,,,,,,,
YWR=/,盘石,,,,,,,,,,,,,,,,
YWR==/,盘石,,,,,,,,,,,,,,,,
YWR=[,围起来,,,,,,,,,,,,,,,,
YWRH/,计划；设计,,,,,,,,,,,,,,,,
YWRJ>L/,苏列，《思》族黎耳,,,,,,,,,,,,,,,,
YWRJCDJ/,苏利沙代，《思》族黎沙待,,,,,,,,,,,,,,,,
YWR[,围起来,,,,,,,,,,,,,,,,
YWT[,焚烧,,,,,,,,,,,,,,,,
YWXH/,哭,,,,,,,,,,,,,,,,
YWX[,大叫,,,,,,,,,,,,,,,,
YWY=[,开花；盛放；繁荣,,,,,,,,,,,,,,,,
YWY[,开花；盛放；繁荣,开花,,,,,开花,,,,,,,,,,
YX/,明亮的白色,,,,,,,,,,,,,,,,
YXH/,虚弱；干燥,,,,,,,,,,,,,,,,
YXH[,虚弱；干燥,,,,,,,,,,,,,,,,
YXJX/,光秃的表面,,,,,,,,,,,,,,,,
YXJXH/,干旱之地，沙漠地,,,,,,,,,,,,,,,,
YXNH/,臭气,,,,,,,,,,,,,,,,
YXQ/,笑，笑声,,,,,,,,,,,,,,,,
YXQ[,笑,笑,,嬉笑,,,,,,,,,,,,,
YXR/,黄褐色；白色,,,,,,,,,,,,,,,,
YXR=/,琐辖，《思》祚哈尔,,,,,,,,,,,,,,,,
YXYXH/,干旱之地,,,,,,,,,,,,,,,,
Z<H/,汗；汗水,,,,,,,,,,,,,,,,
Z<JR/,小，细,,,,,,,,,,,,,,,,
Z<K[,耗尽，消耗；完了,,,,,,,,,,,,,,,,
Z<M/,愤怒，烈怒；恼怒，恼恨,,,,,,,,,,,,,,,,
Z<M[,表达愤怒，发泄怒气；向……发怒,咒诅,被惹怒,,,,,,,,,,,,,,
Z<P/,烈怒，气愤，恼怒，怒气冲天,,,,,,,,,,,,,,,,
Z<P=/,狂怒的；忧闷生气,,,,,,,,,,,,,,,,
Z<P[,发烈怒,,,,,,,,,,,,,,,,
Z<QH/,喊叫；求助,,,,,,,,,,,,,,,,
Z<Q[,喊叫；求助,呼喊,被召集,,,,呼召,,,,,,,,,,
Z<WN/,撒番，《思》匝汪,,,,,,,,,,,,,,,,
Z>B/,狼,,,,,,,,,,,,,,,,
Z>B=/,狼,,,,,,,,,,,,,,,,
ZBD=/,撒拔，《思》匝巴得,,,,,,,,,,,,,,,,
ZBDJ/,撒底，《思》匝贝狄,,,,,,,,,,,,,,,,
ZBDJ>L/,撒巴第业，《思》匝贝狄尔,,,,,,,,,,,,,,,,
ZBD[,送给贵重的礼物，赐给厚礼，赐予厚赏,,,,,,,,,,,,,,,,
ZBJ/,萨拜，《思》匝拜,,,,,,,,,,,,,,,,
ZBJN>/,西比拿，《思》则彼纳,,,,,,,,,,,,,,,,
ZBWB/,苍蝇,,,,,,,,,,,,,,,,
ZBWD/,撒布得，《思》匝步得,,,,,,,,,,,,,,,,
ZBWLN/,西布伦，《思》则步隆,,,,,,,,,,,,,,,,
ZBWLNJ/,西布伦人，《思》则步隆人,,,,,,,,,,,,,,,,
ZBX/,献祭,,,,,,,,,,,,,,,,
ZBX=/,献祭,,,,,,,,,,,,,,,,
ZBX[,屠宰；宰杀,宰杀、献祭,,献祭、宰杀,,,,,,,,,,,,,
