lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
TQ<[,meniup,menohok,terpledoi,,,,,,,,,,,,,,
TQJP/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
TQL/,menimbang,,,,,,,,,,,,,,,,
TQL[,menimbang,,,,,,,,,,,,,,,,
TQN[,,menjadi lurus,,meluruskan,,,,,,,,,,,,,
TQP/,kekuasaan,,,,,,,,,,,,,,,,
TQW<J/,Tekoa,,,,,,,,,,,,,,,,
TQWH/,harapan,,,,,,,,,,,,,,,,
TQWH=/,harapan,,,,,,,,,,,,,,,,
TQWH==/,harapan,,,,,,,,,,,,,,,,
TQWMH/,pendirian,,,,,,,,,,,,,,,,
TQWPH/,lintasan,,,,,,,,,,,,,,,,
TR</,pintu,,,,,,,,,,,,,,,,
TR<=/,penjaga pintu,,,,,,,,,,,,,,,,
TR<LH/,"gemetar, gemetaran, bergetar, berguncang",,,,,,,,,,,,,,,,
TR<TJ/,Tiratim,,,,,,,,,,,,,,,,
TR>LH/,Taralah,,,,,,,,,,,,,,,,
TRBJT/,bunga,,,,,,,,,,,,,,,,
TRBWT/,pertambahan,,,,,,,,,,,,,,,,
TRC/,Teresh,,,,,,,,,,,,,,,,
TRCJC/,Tarsis,,,,,,,,,,,,,,,,
TRCJC=/,Tarsis,,,,,,,,,,,,,,,,
TRCJC==/,Tarsis,,,,,,,,,,,,,,,,
TRCT>/,"memerintah, pemerintah, pemerintah-pemerintah, gubernur",,,,,,,,,,,,,,,,
TRDMH/,tidur nyenyak,,,,,,,,,,,,,,,,
TRGM[,"menafsirkan, ditafsirkan, penafsiran, tafsiran",,,,,,,,,,,,,,,,
TRHQH/,Tirhaka,,,,,,,,,,,,,,,,
TRJN/,dua,,,,,,,,,,,,,,,,
TRMH/,"menipu, mendustakan, penipu, pendusta",,,,,,,,,,,,,,,,
TRN/,tiang layar,,,,,,,,,,,,,,,,
TRPJM/,"patung, patung pahatan, patung ukiran, patung logam tuangan",,,,,,,,,,,,,,,,
TRTN/,Tartan,,,,,,,,,,,,,,,,
TRTQ/,Tartak,,,,,,,,,,,,,,,,
TRW<H/,sorak,,,,,,,,,,,,,,,,
TRWMH/,"korban, dikorbankan, mengorbankan, persembahan",,,,,,,,,,,,,,,,
TRWMJH/,persembahan,,,,,,,,,,,,,,,,
TRWPH/,penyembuhan,,,,,,,,,,,,,,,,
TRX/,Terah,,,,,,,,,,,,,,,,
TRX=/,Terah,,,,,,,,,,,,,,,,
TRXNH/,Tirkhana,,,,,,,,,,,,,,,,
TRYH/,Tirza,,,,,,,,,,,,,,,,
TRYH=/,Tirza,,,,,,,,,,,,,,,,
TRZH/,pohon cypress,,,,,,,,,,,,,,,,
TTNJ/,Tattenai,,,,,,,,,,,,,,,,
TW/,tanda,,,,,,,,,,,,,,,,
TW<BH/,yang dibenci,,,,,,,,,,,,,,,,
TW<H/,kesalahan,,,,,,,,,,,,,,,,
TW<PWT/,puncak,,,,,,,,,,,,,,,,
TWBL_QJN/,Tubal,,,,,,,,,,,,,,,,
TWB[,kembali,,,,,,,,,,,,,,,,
TWCB/,"orang asing, asing, orang luar",,,,,,,,,,,,,,,,
TWCJH/,"bijaksana, hikmat",,,,,,,,,,,,,,,,
TWDH/,"mengaku, pengakuan",,,,,,,,,,,,,,,,
TWGH/,"meratap, ratapan, meratapi, peratap",,,,,,,,,,,,,,,,
TWGRMH/,Togarmah,,,,,,,,,,,,,,,,
TWK/,tengah,,,,,,,,,,,,,,,,
TWKXH/,"menegur, teguran, ditegur",,,,,,,,,,,,,,,,
TWL</,cacing (warna merah),,,,,,,,,,,,,,,,
TWL<=/,Tola,,,,,,,,,,,,,,,,
TWL<J/,Tolai,,,,,,,,,,,,,,,,
TWL<T/,cacing (warna merah),,,,,,,,,,,,,,,,
TWLD/,Tolad,,,,,,,,,,,,,,,,
TWLDWT/,turunan,,,,,,,,,,,,,,,,
TWLL/,"siksaan, disiksa, menyiksa, para penyiksa",,,,,,,,,,,,,,,,
TWR/,"merpati, burung dara",,,,,,,,,,,,,,,,
TWRH/,"hukum, hukum Musa, hukum Allah, hukum TUHAN",,,,,,,,,,,,,,,,
TWR[,"mencari, dicari, pencarian",menjelajahi,,,,,menyuruh menjelajahi,,,,,,,,,,
TWTX/,tongkat,,,,,,,,,,,,,,,,
TWX/,Toah,,,,,,,,,,,,,,,,
TWXLT/,harapan,,,,,,,,,,,,,,,,
TWY>WT/,keluaran,,,,,,,,,,,,,,,,
TXC/,Tahas,,,,,,,,,,,,,,,,
TXC=/,Tahas,,,,,,,,,,,,,,,,
TXKMNJ/,Tahkhemoni,,,,,,,,,,,,,,,,
TXLH/,awal,,,,,,,,,,,,,,,,
TXMS/,burung unta,,,,,,,,,,,,,,,,
TXN/,Tahan,,,,,,,,,,,,,,,,
TXNH/,"anugerah, kemurahan",,,,,,,,,,,,,,,,
TXNH=/,"anugerah, kemurahan",,,,,,,,,,,,,,,,
TXNJ/,Tahani,,,,,,,,,,,,,,,,
TXNWN/,"memohon, permohonan, memelas",,,,,,,,,,,,,,,,
TXPNJS/,Tahpenes,,,,,,,,,,,,,,,,
TXPNXS/,Tahpanhes,,,,,,,,,,,,,,,,
TXR</,Tahrea,,,,,,,,,,,,,,,,
TXR>/,lubang dada,,,,,,,,,,,,,,,,
TXT/,di bawah,,,,,,,,,,,,,,,,
TXT=/,di bawah,,,,,,,,,,,,,,,,
TXT==/,di bawah,,,,,,,,,,,,,,,,
TXTJ/,bawahan,,,,,,,,,,,,,,,,
TXTJM_XDCJ/,Tahti Hadsi,,,,,,,,,,,,,,,,
TXTWN/,bawah,,,,,,,,,,,,,,,,
TXW/,Tohu,,,,,,,,,,,,,,,,
TXWT/,di bawah,,,,,,,,,,,,,,,,
TZNWT/,perzinahan,,,,,,,,,,,,,,,,
TZZ[,lepas,,,,,,,,,,,,,,,,
V<H[,menyesat,,,,,,,,,,,,,,,,
V<M/,"arif, kearifan, membedakan, ketajaman",,,,,,,,,,,,,,,,
V<N[,membebani,,,,,,,,,,,,,,,,
V>B[,baik,,,,,,,,,,,,,,,,
VB/,"baik, kebaikan",,,,,,,,,,,,,,,,
VB<T/,cincin,,,,,,,,,,,,,,,,
VB<WT/,Tabbaoth,,,,,,,,,,,,,,,,
VB<[,tenggelam,tenggelam,,,ditenggelamkan,,,ditenggelamkan,,,,,,,,,
VB>L/,Tabeel,,,,,,,,,,,,,,,,
VBLJHW/,Tebaliah,,,,,,,,,,,,,,,,
VBL[,mencelupkan,mencelupkan,tercelup,,,,,,,,,,,,,,
VBT/,Tabbath,,,,,,,,,,,,,,,,
VBWR/,pusat,,,,,,,,,,,,,,,,
VBX/,Tebah,,,,,,,,,,,,,,,,
VBX=/,"menonton, mengawasi, menyaksikan, penjaga",,,,,,,,,,,,,,,,
VBX==/,Tebah,,,,,,,,,,,,,,,,
VBXH/,"pembantaian, dibantai, membantai",,,,,,,,,,,,,,,,
VBXH=/,juru masak,,,,,,,,,,,,,,,,
VBXT/,Tibhath,,,,,,,,,,,,,,,,
VHR/,"suci, menyucikan, penyucian",,,,,,,,,,,,,,,,
VHR=/,kemegahan,,,,,,,,,,,,,,,,
VHRH/,"suci, menyucikan, penyucian",,,,,,,,,,,,,,,,
VHR[,"suci, menyucikan, penyucian",bersih,,membersihkan,dinyatakan bersih,menyucikan diri,,,,,,,,,,,
VJN/,tanah,,,,,,,,,,,,,,,,
VJRH/,kemah,,,,,,,,,,,,,,,,
VJV/,lumpur,,,,,,,,,,,,,,,,
VJX/,lapisan,,,,,,,,,,,,,,,,
VL/,embun,,,,,,,,,,,,,,,,
VL>JM/,Telaim,,,,,,,,,,,,,,,,
VL>[,bintik,bercak,,,dinambal,,,,,,,,,,,,
VLH/,"domba, Anak domba Allah",,,,,,,,,,,,,,,,
VLM/,Telem,,,,,,,,,,,,,,,,
VLM=/,Telem,,,,,,,,,,,,,,,,
VLMWN/,Talmon,,,,,,,,,,,,,,,,
VLVLH/,pemindahan,,,,,,,,,,,,,,,,
VM>/,"mencemarkan, menjadi cemar",,,,,,,,,,,,,,,,
VM>H/,kenajisan,,,,,,,,,,,,,,,,
VM>[,"mencemarkan, menjadi cemar",menjadi najis,menajiskan diri,menajiskan,dinajiskan,menajiskan diri,,,,,,,dinajiskan,,,,
VMH[,mengotori,,,,,,,,,,,,,,,,
VMN[,"Menguburkan, dikuburkan, pemakaman",menyembunyikan,bersembunyi,,,,merahasiakan,,,,,,,,,,
VN>/,keranjang,,,,,,,,,,,,,,,,
VNP[,menodai,,,,,,,,,,,,,,,,
VP/,keluarga,,,,,,,,,,,,,,,,
VPC[,gemuk,,,,,,,,,,,,,,,,
VPL[,melumuri,,,,,,,,,,,,,,,,
VPP[,melangkah angkuh,,,,,,,,,,,,,,,,
VPR/,kuku,,,,,,,,,,,,,,,,
VPSR/,pejabat,,,,,,,,,,,,,,,,
VPT/,Tafat,,,,,,,,,,,,,,,,
VPX=/,jengkal,,,,,,,,,,,,,,,,
VRJ/,segar,,,,,,,,,,,,,,,,
VRJPH/,bangkai,,,,,,,,,,,,,,,,
VRM/,sebelum,,,,,,,,,,,,,,,,
VRP/,"mangsa, memangsa",,,,,,,,,,,,,,,,
VRP=/,petik,,,,,,,,,,,,,,,,
VRP==/,"mangsa, memangsa",,,,,,,,,,,,,,,,
VRPLJ/,pejabat,,,,,,,,,,,,,,,,
VRP[,"menerima, diterima, penerima",mencabik-cabik,tercabik,,tercabik,,membiarkan dimangsa,,,,,,,,,,
VRX/,beban,,,,,,,,,,,,,,,,
VWB/,"baik, kebaikan",,,,,,,,,,,,,,,,
VWB=/,"baik, kebaikan",,,,,,,,,,,,,,,,
VWB===/,Tob,,,,,,,,,,,,,,,,
VWBH/,"baik, kebaikan",,,,,,,,,,,,,,,,
VWBJH/,Tobiah,,,,,,,,,,,,,,,,
VWB[,,baik,,,,,berbuat baik,,,,,,,,,,
VWF[,meluncur,,,,,,,,,,,,,,,,
VWH[,memintal,,,,,,,,,,,,,,,,
VWL[,"tersandung, terantuk, terbentur, kesandung",,,menjatuhkan,,,melempar,dijatuhkan,,,,,,,,,
VWR/,baris,,,,,,,,,,,,,,,,
VWT,puasa,,,,,,,,,,,,,,,,
VWVPT/,filaterin,,,,,,,,,,,,,,,,
VWX[,melapisi,melapisi,terlapis,,,,,,,,,,,,,,
VXH[,menembak,,,,,,,,,,,,,,,,
VXNH/,penggilingan,,,,,,,,,,,,,,,,
VXN[,menggiling,,,,,,,,,,,,,,,,
VXRJM/,bisul,,,,,,,,,,,,,,,,
VXWN/,"batu, bebatuan, merajam",,,,,,,,,,,,,,,,
WCNJ/,kedua,,,,,,,,,,,,,,,,
WCTJ/,Wasti,,,,,,,,,,,,,,,,
WDN/,wadah,,,,,,,,,,,,,,,,
WHB/,Waheb,,,,,,,,,,,,,,,,
WJZT>/,Vaizata,,,,,,,,,,,,,,,,
WLD/,anak,,,,,,,,,,,,,,,,
WNJH/,Vanya,,,,,,,,,,,,,,,,
WPSJ/,Vofsi,,,,,,,,,,,,,,,,
WW/,kait,,,,,,,,,,,,,,,,
WZR/,"rasa bersalah, bersalah",,,,,,,,,,,,,,,,
XB/,dada,,,,,,,,,,,,,,,,
XB>[,bersembunyi,,tersembunyi,,tetap tersembunyi,menyembunyikan diri,menyembunyikan,disembunyikan,,,,,,,,,
XBB/,Hobab,,,,,,,,,,,,,,,,
XBB[,"cinta, cinta kasih, mencintai, dicintai",,,,,,,,,,,,,,,,
XBC[,"mengikat, terikat, ikatan",mengikat,,mengikat erat,terikat erat,,,,,,,,,,,,
XBH/,Jehubbah,,,,,,,,,,,,,,,,
XBJH/,Habaia,,,,,,,,,,,,,,,,
XBJWN/,penyembunyian,,,,,,,,,,,,,,,,
XBL=/,daerah,,,,,,,,,,,,,,,,
XBL==/,nakhoda,,,,,,,,,,,,,,,,
XBL===/,daerah,,,,,,,,,,,,,,,,
XBL====/,gadai,,,,,,,,,,,,,,,,
XBL=====/,tiang,,,,,,,,,,,,,,,,
XBL=[,,memperlakukan buruk,,merusak,rusak,,,,,,,,,,,,
XBL[,"ikrar, diikrarkan",mengambil jaminan,dijadikan jaminan,,,,,,,,,,,,,,
XBQ/,terlipat,,,,,,,,,,,,,,,,
XBQWQ/,Habakuk,,,,,,,,,,,,,,,,
XBQ[,merangkul,,,,,,,,,,,,,,,,
XBR/,"pendamping, pendamping-pendamping",,,,,,,,,,,,,,,,
XBR=/,Heber,,,,,,,,,,,,,,,,
XBR==/,kawan,,,,,,,,,,,,,,,,
XBR===/,Heber,,,,,,,,,,,,,,,,
XBRH/,rombongan,,,,,,,,,,,,,,,,
XBRJ/,Hebrit,,,,,,,,,,,,,,,,
XBRNJ/,Hebronit,,,,,,,,,,,,,,,,
XBRT/,sambungan,,,,,,,,,,,,,,,,
XBRT=/,"pendamping, pendamping-pendamping",,,,,,,,,,,,,,,,
XBRWN/,Hebron,,,,,,,,,,,,,,,,
XBRWN=/,Hebron,,,,,,,,,,,,,,,,
XBR[,menyatukan,berserikat,,menyatukan,disatukan,bergabung dengan,,,,,bergabung dengan,,,,,,
XBV[,"mengirik, pengirikan",memukul,dipukul,,,,,,,,,,,,,,
XBWLH/,kerugian,,,,,,,,,,,,,,,,
XBWR/,Habor,,,,,,,,,,,,,,,,
XBWRH/,luka,,,,,,,,,,,,,,,,
XBYLT/,bunga,,,,,,,,,,,,,,,,
XBYNJH/,Habazinia,,,,,,,,,,,,,,,,
XCB/,hiasan,,,,,,,,,,,,,,,,
XCBDNH/,Hasbadbana,,,,,,,,,,,,,,,,
XCBH/,Hasuba,,,,,,,,,,,,,,,,
XCBJH/,Hasabya,,,,,,,,,,,,,,,,
XCBNH/,Hasabna,,,,,,,,,,,,,,,,
XCBNJH/,Hasabneyah,,,,,,,,,,,,,,,,
XCBWN==/,Hesybon,,,,,,,,,,,,,,,,
XCB[,"memahami, mengerti, mengerti, pengertian",menghitung,diperhitungkan,mempertimbangkan,,menghitung diri sebagai,,,,,,,,,,,
XCC/,jerami,,,,,,,,,,,,,,,,
XCH[,diam,diam,,,,,didiamkan,,,,,,,,,,
XCK/,kegelapan,,,,,,,,,,,,,,,,
XCK=/,gelap,,,,,,,,,,,,,,,,
XCKH/,kegelapan,,,,,,,,,,,,,,,,
XCK[,gelap,menjadi gelap,,,,,menggelapkan,,,,,,,,,,
XCL[,lemah,,,,,,,,,,,,,,,,
XCM/,Husam,,,,,,,,,,,,,,,,
XCM=/,Hasum,,,,,,,,,,,,,,,,
XCM==/,Hasum,,,,,,,,,,,,,,,,
XCML/,kuningan,,,,,,,,,,,,,,,,
XCMNH/,Hasmonah,,,,,,,,,,,,,,,,
XCMWN/,Hesmon,,,,,,,,,,,,,,,,
XCN/,"Penutup dada, Pelindung dada",,,,,,,,,,,,,,,,
XCQ/,kehendak,,,,,,,,,,,,,,,,
XCQ=/,jeruji,,,,,,,,,,,,,,,,
XCQ[,"cinta, cinta kasih, mencintai, dicintai",mencintai,,menyatukan,disatukan,,,,,,,,,,,,
XCR/,pusat,,,,,,,,,,,,,,,,
XCRH/,"majelis, pertemuan, berkumpul, telah berkumpul",,,,,,,,,,,,,,,,
XCTJ/,Husati,,,,,,,,,,,,,,,,
XCWB/,Hasub,,,,,,,,,,,,,,,,
XCWK/,kegelapan,,,,,,,,,,,,,,,,
XCX[,perlu,,,,,,,,,,,,,,,,
XD/,satu,,,,,,,,,,,,,,,,
XD=/,satu,,,,,,,,,,,,,,,,
XDC/,baru,,,,,,,,,,,,,,,,
XDC=/,"bulan, bulan-bulan, bulanan",,,,,,,,,,,,,,,,
XDC==/,"bulan, bulan-bulan, bulanan",,,,,,,,,,,,,,,,
XDCH/,Hadashah,,,,,,,,,,,,,,,,
XDC[,,,,memperbarui,,memperbarui diri,,,,,,,,,,,
XDD/,Hadad,,,,,,,,,,,,,,,,
XDD[,,tajam,,,,,,diasah,,,,,,,,,
XDH/,"sukacita, bersukacita",,,,,,,,,,,,,,,,
XDH[,"sukacita, bersukacita",bersukacita,,membuat senang,,,,,,,,,,,,,
XDJD/,Hadid,,,,,,,,,,,,,,,,
XDL/,tertolak,,,,,,,,,,,,,,,,
XDL=/,dunia,,,,,,,,,,,,,,,,
XDLJ/,Hadlai,,,,,,,,,,,,,,,,
XDL[,berhenti,,,,,,,,,,,,,,,,
XDQ/,"duri, onak duri, semak berduri",,,,,,,,,,,,,,,,
XDQL/,Tigris,,,,,,,,,,,,,,,,
XDR/,kamar,,,,,,,,,,,,,,,,
XDRK/,Hadrak,,,,,,,,,,,,,,,,
XDT/,baru,,,,,,,,,,,,,,,,
XDWH/,"sukacita, bersukacita",,,,,,,,,,,,,,,,
XFK[,"menghukum, hukuman, dihukum, terhukum",menahan,ditahan,,,,,,,,,,,,,,
XFP/,"kawanan, gembalaan",,,,,,,,,,,,,,,,
XFWP>/,Hasufa,,,,,,,,,,,,,,,,
XG/,pesta,,,,,,,,,,,,,,,,
XG>/,kengerian,,,,,,,,,,,,,,,,
XGB/,belalang,,,,,,,,,,,,,,,,
XGB=/,belalang,,,,,,,,,,,,,,,,
XGG[,hari raya,,,,,,,,,,,,,,,,
XGJ/,Hagi,,,,,,,,,,,,,,,,
XGJ=/,Hagai,,,,,,,,,,,,,,,,
XGJ==/,Hagi,,,,,,,,,,,,,,,,
XGJH/,Hagiah,,,,,,,,,,,,,,,,
XGJT/,Hagit,,,,,,,,,,,,,,,,
XGLH/,Hoglah,,,,,,,,,,,,,,,,
XGR[,"melilitkan, diikat",,,,,,,,,,,,,,,,
XGW/,celah,,,,,,,,,,,,,,,,
XGWRH/,"melilitkan, diikat",,,,,,,,,,,,,,,,
XJ/,"binatang, binatang buas",,,,,,,,,,,,,,,,
XJ>L/,Hiel,,,,,,,,,,,,,,,,
XJC/,cepat,,,,,,,,,,,,,,,,
XJDH/,teka-teki,,,,,,,,,,,,,,,,
XJH/,"binatang, binatang buas",,,,,,,,,,,,,,,,
XJH=/,kuat,,,,,,,,,,,,,,,,
XJH[,"memulihkan, restorasi",hidup,,menghidupkan,,,menghidupkan,,,,,,,,,,
XJJM/,"binatang, binatang buas",,,,,,,,,,,,,,,,
XJL/,"sejahtera, makmur, menjadi makmur, kemakmuran",,,,,,,,,,,,,,,,
XJL=/,kesakitan,,,,,,,,,,,,,,,,
XJL==/,tentara,,,,,,,,,,,,,,,,
XJL==[,"gemetar, gemetaran, bergetar, berguncang",,,,,,,,,,,,,,,,
XJLH/,benteng,,,,,,,,,,,,,,,,
XJLM/,Helam,,,,,,,,,,,,,,,,
XJL[,"gemetar, gemetaran, bergetar, berguncang",bersusah payah,,melahirkan,dilahirkan,bergeliat,mengguncang,dilahirkan,,,,,,,,,
XJN/,keindahan,,,,,,,,,,,,,,,,
XJQ/,pangkuan,,,,,,,,,,,,,,,,
XJRH/,Hira,,,,,,,,,,,,,,,,
XJRM/,Hiram,,,,,,,,,,,,,,,,
XJWT/,hidup,,,,,,,,,,,,,,,,
XJY/,tembok,,,,,,,,,,,,,,,,
XJYWN/,luar,,,,,,,,,,,,,,,,
XK/,langit-langit,,,,,,,,,,,,,,,,
XKH/,kait,,,,,,,,,,,,,,,,
XKJLH/,Hakila,,,,,,,,,,,,,,,,
XKJM/,bijak,,,,,,,,,,,,,,,,
XKLJH/,Hakalja,,,,,,,,,,,,,,,,
XKLJLJ/,kusam,,,,,,,,,,,,,,,,
XKLLWT/,kekaburan,,,,,,,,,,,,,,,,
XKM/,"bijaksana, hikmat",,,,,,,,,,,,,,,,
XKMH/,"bijaksana, hikmat",,,,,,,,,,,,,,,,
XKMWNJ/,Hakhmoni,,,,,,,,,,,,,,,,
XKMWT/,"bijaksana, hikmat",,,,,,,,,,,,,,,,
XKM[,"bijaksana, hikmat",bijaksana,,membuat bijaksana,dibuat bijaksana,bertindak bijaksana,membuat bijaksana,,,,,,,,,,
XL/,biasa,,,,,,,,,,,,,,,,
XL>H/,Hela,,,,,,,,,,,,,,,,
XL>H=/,Hela,,,,,,,,,,,,,,,,
XL>[,sakit,,,,,,,,,,,,,,,,
XLB/,susu,,,,,,,,,,,,,,,,
XLB=/,Heleb,,,,,,,,,,,,,,,,
XLB==/,Heleb,,,,,,,,,,,,,,,,
XLBH/,Helba,,,,,,,,,,,,,,,,
XLBNH/,galbanum,,,,,,,,,,,,,,,,
XLBWN/,Helbon,,,,,,,,,,,,,,,,
XLC/,lemah,,,,,,,,,,,,,,,,
XLC[,melemah,,,,,,,,,,,,,,,,
XLD/,"dunia, duniawi",,,,,,,,,,,,,,,,
XLD=/,musang,,,,,,,,,,,,,,,,
XLD==/,Heled,,,,,,,,,,,,,,,,
XLDH/,Huldah,,,,,,,,,,,,,,,,
XLDJ/,Heldai,,,,,,,,,,,,,,,,
XLH/,roti,,,,,,,,,,,,,,,,
XLH[,"salah, pelanggar, berbuat salah, menganiaya",sakit,dibuat sakit,membuat sakit,dilemahkan,menyakiti diri,melemahkan,terluka,,,,,,,,,
XLJ/,penyakit,,,,,,,,,,,,,,,,
XLJ=/,Hali,,,,,,,,,,,,,,,,
XLJ==/,Hali,,,,,,,,,,,,,,,,
XLJH/,perhiasan,,,,,,,,,,,,,,,,
XLJL/,"serunai, serunai-serunai, seruling, seruling-seruling",,,,,,,,,,,,,,,,
XLJLH,jangan,,,,,,,,,,,,,,,,
XLJPH/,pergantian,,,,,,,,,,,,,,,,
XLJYH/,jarahan,,,,,,,,,,,,,,,,
XLL/,"membunuh, terbunuh",,,,,,,,,,,,,,,,
XLL=[,,tertusuk,,menusuk,ditusuk,,,,,,,,,,,,
XLL[,"kotor, dinajiskan, mencemarkan nama baik",,dinajiskan,menajiskan,dinajiskan,,memulai,dimulai,,,,,,,,,
XLM/,mimpi,,,,,,,,,,,,,,,,
XLMJC/,batu api,,,,,,,,,,,,,,,,
XLMWT/,malwa,,,,,,,,,,,,,,,,
XLM[,mimpi,bermimpi,,,,,memperkuat,,,,,,,,,,
XLN/,Helon,,,,,,,,,,,,,,,,
XLN=/,Holon,,,,,,,,,,,,,,,,
XLP/,sebagai pengganti,,,,,,,,,,,,,,,,
XLP=/,sebagai pengganti,,,,,,,,,,,,,,,,
XLP=[,"menyapu, disapu",,,,,,,,,,,,,,,,
XLP[,"menyapu, disapu",berlalu,,menukar,,,mengganti,,,,,,,,,,
XLQ/,"upah, upahan, memberikan upah, pemberi upah",,,,,,,,,,,,,,,,
XLQ=/,licin,,,,,,,,,,,,,,,,
XLQ==/,halus,,,,,,,,,,,,,,,,
XLQ===/,"upah, upahan, memberikan upah, pemberi upah",,,,,,,,,,,,,,,,
XLQ====/,"upah, upahan, memberikan upah, pemberi upah",,,,,,,,,,,,,,,,
XLQ=[,,licin,,,,,melicinkan,,,,,,,,,,
XLQH/,petak,,,,,,,,,,,,,,,,
XLQH=/,petak,,,,,,,,,,,,,,,,
XLQH==/,pembagian,,,,,,,,,,,,,,,,
XLQJ/,Helkite,,,,,,,,,,,,,,,,
XLQJ=/,Helkai,,,,,,,,,,,,,,,,
XLQJH/,Hilkia,,,,,,,,,,,,,,,,
XLQT/,Helkath,,,,,,,,,,,,,,,,
XLQ[,"menyebar, penyebaran",membagi,terbagi,mencerai-beraikan,terbagi-bagi,membagi-bagi diri,berambil bagian dalam pembagian,,,,,,,,,,
XLV[,tangkap,,,,,,,,,,,,,,,,
XLWCH/,kelemahan,,,,,,,,,,,,,,,,
XLWM/,mimpi,,,,,,,,,,,,,,,,
XLWN/,jendela,,,,,,,,,,,,,,,,
XLWP/,kehancuran,,,,,,,,,,,,,,,,
XLX/,Halah,,,,,,,,,,,,,,,,
XLXLH/,penderitaan,,,,,,,,,,,,,,,,
XLXWL/,Halhul,,,,,,,,,,,,,,,,
XLY/,Helez,,,,,,,,,,,,,,,,
XLY=/,Helez,,,,,,,,,,,,,,,,
XLY[,"menolong, menyelamatkan, penolong, penyelamat",melepas,terlepas,merebut,,,memperkuat,,,,,,,,,,
XM/,panas,,,,,,,,,,,,,,,,
XM=/,Ham,,,,,,,,,,,,,,,,
XM==/,Ham,,,,,,,,,,,,,,,,
XM===/,Ham,,,,,,,,,,,,,,,,
XM>H/,mentega,,,,,,,,,,,,,,,,
XMC/,lima,,,,,,,,,,,,,,,,
XMC=/,seperlima,,,,,,,,,,,,,,,,
XMC==/,seperlima,,,,,,,,,,,,,,,,
XMC[,,tersusun lima puluh,,mengambil seperlima,,,,,,,,,,,,,
XMD/,kesenangan,,,,,,,,,,,,,,,,
XMDH/,"kesenangan, kesukaan, gembira",,,,,,,,,,,,,,,,
XMDN/,Hemdan,,,,,,,,,,,,,,,,
XMDWT/,"kesenangan, kesukaan, gembira",,,,,,,,,,,,,,,,
XMD[,"nafsu, bernafsu",menginginkan,diinginkan,sangat menginginkan,,,,,,,,,,,,,
XMH/,"murka, kemarahan",,,,,,,,,,,,,,,,
XMH=/,terik,,,,,,,,,,,,,,,,
XMJCJ/,kelima,,,,,,,,,,,,,,,,
XMJCJT/,kelima,,,,,,,,,,,,,,,,
XMJY/,asin,,,,,,,,,,,,,,,,
XMLH/,belas kasih,,,,,,,,,,,,,,,,
XMLH=/,belas kasih,,,,,,,,,,,,,,,,
XML[,"belas kasih, berbelas kasihan",,,,,,,,,,,,,,,,
XMM[,,menjadi panas,menyala,menghangatkan,,menghangatkan diri,,,,,,,,,,,
XMN/,tiang,,,,,,,,,,,,,,,,
XMQ[,melarikan diri,berpaling,,,,berpaling ke sana ke mari,,,,,,,,,,,
XMR/,tanah liat,,,,,,,,,,,,,,,,
XMR=/,tanah liat,,,,,,,,,,,,,,,,
XMR==/,tar,,,,,,,,,,,,,,,,
XMR===/,"anggur, alat pemeras anggur, penekan anggur, kantung anggur",,,,,,,,,,,,,,,,
XMRN/,Hemdan,,,,,,,,,,,,,,,,
XMR[,,menutupi,,berfermentasi,,,,,,,,,,,,,
XMS/,"salah, pelanggar, berbuat salah, menganiaya",,,,,,,,,,,,,,,,
XMS[,,berlaku kasar,menderita kekerasan,,,,,,,,,,,,,,
XMT/,"anggur, alat pemeras anggur, penekan anggur, kantung anggur",,,,,,,,,,,,,,,,
XMT=/,"Hamat, Orang-orang Hamat, Lebo Hamat",,,,,,,,,,,,,,,,
XMT==/,Hammat,,,,,,,,,,,,,,,,
XMT===/,Hammat,,,,,,,,,,,,,,,,
XMTJ/,"Hamat, Orang-orang Hamat, Lebo Hamat",,,,,,,,,,,,,,,,
XMT_D>R/,Hamot-Dor,,,,,,,,,,,,,,,,
XMV/,kadal,,,,,,,,,,,,,,,,
XMVH/,Humtah,,,,,,,,,,,,,,,,
XMW>L/,Hammuel,,,,,,,,,,,,,,,,
XMWL/,Hamul,,,,,,,,,,,,,,,,
XMWLJ/,Hamulite,,,,,,,,,,,,,,,,
XMWN/,Hammon,,,,,,,,,,,,,,,,
XMWQ/,lengkung,,,,,,,,,,,,,,,,
XMWR/,"keledai, bagal",,,,,,,,,,,,,,,,
XMWR=/,Hemor,,,,,,,,,,,,,,,,
XMWT/,ibu mertua,,,,,,,,,,,,,,,,
XMWVL/,Hamital,,,,,,,,,,,,,,,,
XMWY/,penindasan,,,,,,,,,,,,,,,,
XMWY=/,penindasan,,,,,,,,,,,,,,,,
XMY/,"ragi, khamir, adonan asam, tak beragi",,,,,,,,,,,,,,,,
XMY=/,cuka,,,,,,,,,,,,,,,,
XMY[,,menjadi asam,,,,menjadi masam,terasa asam,,,,,,,,,,
XN/,"berkenan, perkenan, menyenangkan, pilih kasih",,,,,,,,,,,,,,,,
XN=/,"berkenan, perkenan, menyenangkan, pilih kasih",,,,,,,,,,,,,,,,
XNDD/,Henadad,,,,,,,,,,,,,,,,
XNH/,Hana,,,,,,,,,,,,,,,,
